CUSTNAME,GenderCode,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUST_ID,AGE,GENERATION
Zachary Palmer      ,Mr.,2186 Eagles Nest Drive,Monasterolo Casotto,CN,IT,12080,0,,Zachary.B.Palmer@pookmail.com,0396 0007705,Diners Club,IT,TRKBPR64M54M042X,36855259362643,,12045,NA,Gen_Z
Jeffery Patterson   ,Mr.,1486 Charla Lane,Monroe,LA,US,71209,0,,Jeffery.K.Patterson@trashymail.com,847-334-7138,American Express,CA,100716612,375385317251602,,12049,age-NA,Gen_Z
Jeffery Patterson   ,Mr.,1486 Charla Lane,Monroe,LA,US,71209,0,,Jeffery.K.Patterson@trashymail.com,847-334-7138,American Express,CA,100716612,347462210067966,,12049,age-NA,Gen_Z
Jeffery Patterson   ,Mr.,1486 Charla Lane,Monroe,LA,US,71209,0,,Jeffery.K.Patterson@trashymail.com,847-334-7138,American Express,CA,100716612,346029423189056,,12049,age-NA,Gen_Z
Jeffery Patterson   ,Mr.,1486 Charla Lane,Monroe,LA,US,71209,0,,Jeffery.K.Patterson@trashymail.com,847-334-7138,American Express,CA,100716612,373773519070563,,12049,age-NA,Gen_Z
Jeffery Patterson   ,Mr.,1486 Charla Lane,Monroe,LA,US,71209,0,,Jeffery.K.Patterson@trashymail.com,847-334-7138,American Express,CA,100716612,340553924103204,,12049,age-NA,Gen_Z
Randolph Santiago   ,Mr.,2658 Gregory Lane,Montemar,,FR,26200,0,,Randolph.T.Santiago@dodgeit.com,05.24.55.40.84,Diners Club,FR,2.72E+14,36663347011408,,12053,NA,Gen_Z
Randolph Santiago   ,Mr.,2658 Gregory Lane,Montemar,,FR,26200,0,,Randolph.T.Santiago@dodgeit.com,05.24.55.40.84,Diners Club,FR,2.72E+14,36090985625077,,12053,NA,Gen_Z
Randolph Santiago   ,Mr.,2658 Gregory Lane,Montemar,,FR,26200,0,,Randolph.T.Santiago@dodgeit.com,05.24.55.40.84,Diners Club,FR,2.72E+14,36679439840140,,12053,NA,Gen_Z
Randolph Santiago   ,Mr.,2658 Gregory Lane,Montemar,,FR,26200,0,,Randolph.T.Santiago@dodgeit.com,05.24.55.40.84,Diners Club,FR,2.72E+14,36952851683896,,12053,NA,Gen_Z
Randolph Santiago   ,Mr.,2658 Gregory Lane,Montemar,,FR,26200,0,,Randolph.T.Santiago@dodgeit.com,05.24.55.40.84,Diners Club,FR,2.72E+14,36690957054543,,12053,NA,Gen_Z
Elizabeth Deberry   ,Mrs.,3225 Hill Street,Montagnano Alberoro,AR,IT,52040,0,,Elizabeth.B.Deberry@mailinator.com,0321 7143488,American Express,ES,4617017C,377077284635389,,12057,40,Gen_Y
Elizabeth Deberry   ,Mrs.,3225 Hill Street,Montagnano Alberoro,AR,IT,52040,0,,Elizabeth.B.Deberry@mailinator.com,0321 7143488,American Express,ES,4617017C,347257365609418,,12057,40,Gen_Y
Adrienne Riggs      ,Mrs.,2487 Poe Road,Montappone,AP,IT,63020,0,,Adrienne.M.Riggs@spambob.com,0313 1273279,VISA,U.S.,52960002,4498886356965000,,12061,28,Gen_Y
Adrienne Riggs      ,Mrs.,2487 Poe Road,Montappone,AP,IT,63020,0,,Adrienne.M.Riggs@spambob.com,0313 1273279,VISA,U.S.,52960002,4231035708174300,,12061,28,Gen_Y
Adrienne Riggs      ,Mrs.,2487 Poe Road,Montappone,AP,IT,63020,0,,Adrienne.M.Riggs@spambob.com,0313 1273279,VISA,U.S.,52960002,4687049730502000,,12061,28,Gen_Y
Adrienne Riggs      ,Mrs.,2487 Poe Road,Montappone,AP,IT,63020,0,,Adrienne.M.Riggs@spambob.com,0313 1273279,VISA,U.S.,52960002,4484196590896090,,12061,28,Gen_Y
Adrienne Riggs      ,Mrs.,2487 Poe Road,Montappone,AP,IT,63020,0,,Adrienne.M.Riggs@spambob.com,0313 1273279,VISA,U.S.,52960002,4315297722030330,,12061,28,Gen_Y
Adrienne Riggs      ,Mrs.,2487 Poe Road,Montappone,AP,IT,63020,0,,Adrienne.M.Riggs@spambob.com,0313 1273279,VISA,U.S.,52960002,4820159215166260,,12061,28,Gen_Y
George Mcnabb       ,Mr.,1183 Marion Street,Montceau-les-mines,,FR,71300,0,,George.B.Mcnabb@mailinator.com,04.37.61.59.17,Diners Club,IT,PZITIE13C18L697N,36629863476424,,12065,65,Baby_Boomers
George Mcnabb       ,Mr.,1183 Marion Street,Montceau-les-mines,,FR,71300,0,,George.B.Mcnabb@mailinator.com,04.37.61.59.17,Diners Club,IT,PZITIE13C18L697N,36669723231304,,12065,65,Baby_Boomers
Christina Lehto     ,Mrs.,2672 Masonic Hill Road,Monte Romano,VT,IT,1010,0,,Christina.S.Lehto@pookmail.com,0328 4062367,VISA,UK,AB040353A,4218485568720380,,12069,47,Gen_X
Christina Lehto     ,Mrs.,2672 Masonic Hill Road,Monte Romano,VT,IT,1010,0,,Christina.S.Lehto@pookmail.com,0328 4062367,VISA,UK,AB040353A,4063380681902990,,12069,47,Gen_X
Alvin Lampkin       ,Mr.,3844 Ash Street,Monteleone D'Orvieto,TR,IT,5017,0,,Alvin.H.Lampkin@dodgeit.com,0312 1550821,JCB,IT,CZNUAI61P44F884W,3528660167084950,,12073,60,Baby_Boomers
Alvin Lampkin       ,Mr.,3844 Ash Street,Monteleone D'Orvieto,TR,IT,5017,0,,Alvin.H.Lampkin@dodgeit.com,0312 1550821,JCB,IT,CZNUAI61P44F884W,3528815283221470,,12073,60,Baby_Boomers
Phyllis Weatherholt ,Mrs.,3641 Godfrey Street,Monteparano,TA,IT,74020,0,,Phyllis.G.Weatherholt@dodgeit.com,0325 3391439,Diners Club,IT,ZVBOXX73T71E997Q,36784480613295,,12077,44,Gen_X
Phyllis Weatherholt ,Mrs.,3641 Godfrey Street,Monteparano,TA,IT,74020,0,,Phyllis.G.Weatherholt@dodgeit.com,0325 3391439,Diners Club,IT,ZVBOXX73T71E997Q,36968440749949,,12077,44,Gen_X
Phyllis Weatherholt ,Mrs.,3641 Godfrey Street,Monteparano,TA,IT,74020,0,,Phyllis.G.Weatherholt@dodgeit.com,0325 3391439,Diners Club,IT,ZVBOXX73T71E997Q,36972979317813,,12077,44,Gen_X
Lydia Frazier       ,Mrs.,824 Oakmound Drive,Monterotondo,BS,IT,25050,0,,Lydia.S.Frazier@mailinator.com,0314 4941380,American Express,CA,438572422,376284638532853,,12081,71,Baby_Boomers
Lydia Frazier       ,Mrs.,824 Oakmound Drive,Monterotondo,BS,IT,25050,0,,Lydia.S.Frazier@mailinator.com,0314 4941380,American Express,CA,438572422,378418535139345,,12081,71,Baby_Boomers
Lydia Frazier       ,Mrs.,824 Oakmound Drive,Monterotondo,BS,IT,25050,0,,Lydia.S.Frazier@mailinator.com,0314 4941380,American Express,CA,438572422,371314695348665,,12081,71,Baby_Boomers
Betty Jenson        ,Mrs.,2992 University Hill Road,Montgomery,AL,US,36104,0,,Betty.J.Jenson@trashymail.com,518-446-9457,Discover,CA,728927484,6011867222984730,,12085,NA,Gen_Z
Betty Jenson        ,Mrs.,2992 University Hill Road,Montgomery,AL,US,36104,0,,Betty.J.Jenson@trashymail.com,518-446-9457,Discover,CA,728927484,6011736742819440,,12085,NA,Gen_Z
Betty Jenson        ,Mrs.,2992 University Hill Road,Montgomery,AL,US,36104,0,,Betty.J.Jenson@trashymail.com,518-446-9457,Discover,CA,728927484,6011565051424190,,12085,NA,Gen_Z
Kathryn Ricker      ,Mrs.,669 Skips Lane,Montiglio,AT,IT,14026,0,,Kathryn.C.Ricker@spambob.com,0337 7383861,Discover,FR,1.47E+14,6011493550006470,,12089,60,Baby_Boomers
Phillip Wing        ,Mr.,1588 Turkey Pen Road,Montpellier,,FR,34090,0,,Phillip.T.Wing@pookmail.com,02.82.10.57.29,Discover,IT,WUIEUO34D07H070Q,6011123953258460,,12093,age-44,Gen_Z
Phillip Wing        ,Mr.,1588 Turkey Pen Road,Montpellier,,FR,34090,0,,Phillip.T.Wing@pookmail.com,02.82.10.57.29,Discover,IT,WUIEUO34D07H070Q,6011514999920080,,12093,age-44,Gen_Z
Phillip Wing        ,Mr.,1588 Turkey Pen Road,Montpellier,,FR,34090,0,,Phillip.T.Wing@pookmail.com,02.82.10.57.29,Discover,IT,WUIEUO34D07H070Q,6011404336817010,,12093,age-44,Gen_Z
Phillip Wing        ,Mr.,1588 Turkey Pen Road,Montpellier,,FR,34090,0,,Phillip.T.Wing@pookmail.com,02.82.10.57.29,Discover,IT,WUIEUO34D07H070Q,6011885443883080,,12093,age-44,Gen_Z
Phillip Wing        ,Mr.,1588 Turkey Pen Road,Montpellier,,FR,34090,0,,Phillip.T.Wing@pookmail.com,02.82.10.57.29,Discover,IT,WUIEUO34D07H070Q,6011276983431730,,12093,age-44,Gen_Z
Phillip Wing        ,Mr.,1588 Turkey Pen Road,Montpellier,,FR,34090,0,,Phillip.T.Wing@pookmail.com,02.82.10.57.29,Discover,IT,WUIEUO34D07H070Q,6011424474344490,,12093,age-44,Gen_Z
Elizabeth Rivers    ,Mrs.,2209 Mutton Town Road,Montreal,QC,CA,H3C 5K4,0,,Elizabeth.J.Rivers@mailinator.com,250-549-9023,VISA,FR,2.18E+14,4572774921983130,,12097,80,Baby_Boomers
Elizabeth Rivers    ,Mrs.,2209 Mutton Town Road,Montreal,QC,CA,H3C 5K4,0,,Elizabeth.J.Rivers@mailinator.com,250-549-9023,VISA,FR,2.18E+14,4544325873075250,,12097,80,Baby_Boomers
Elizabeth Rivers    ,Mrs.,2209 Mutton Town Road,Montreal,QC,CA,H3C 5K4,0,,Elizabeth.J.Rivers@mailinator.com,250-549-9023,VISA,FR,2.18E+14,4696605421911320,,12097,80,Baby_Boomers
Harold Wolford      ,Mr.,112 Finwood Road,Montreuil,,FR,93100,0,,Harold.M.Wolford@trashymail.com,04.95.27.21.41,American Express,IT,WNKQYA93H20G914C,372873771149470,,12101,NA,Gen_Z
Harold Wolford      ,Mr.,112 Finwood Road,Montreuil,,FR,93100,0,,Harold.M.Wolford@trashymail.com,04.95.27.21.41,American Express,IT,WNKQYA93H20G914C,341605431616484,,12101,NA,Gen_Z
Harold Wolford      ,Mr.,112 Finwood Road,Montreuil,,FR,93100,0,,Harold.M.Wolford@trashymail.com,04.95.27.21.41,American Express,IT,WNKQYA93H20G914C,340833368798965,,12101,NA,Gen_Z
Amber Sarmiento     ,Mrs.,912 Stonepot Road,Mooneba,NSW,AU,2440,0,,Amber.J.Sarmiento@mailinator.com,(07) 3954 2971,VISA,ES,5965694T,4227700634135700,,12105,27,Gen_Y
Amber Sarmiento     ,Mrs.,912 Stonepot Road,Mooneba,NSW,AU,2440,0,,Amber.J.Sarmiento@mailinator.com,(07) 3954 2971,VISA,ES,5965694T,4615101938430360,,12105,27,Gen_Y
Nancy Ford          ,Mrs.,2709 Hiney Road,Morbach,,DE,54497,0,,Nancy.H.Ford@spambob.com,0345 64 47 94,Diners Club,IT,MFIOXX51T64B873Z,36938686908657,,12109,70,Baby_Boomers
Nancy Ford          ,Mrs.,2709 Hiney Road,Morbach,,DE,54497,0,,Nancy.H.Ford@spambob.com,0345 64 47 94,Diners Club,IT,MFIOXX51T64B873Z,36919631708038,,12109,70,Baby_Boomers
Nancy Ford          ,Mrs.,2709 Hiney Road,Morbach,,DE,54497,0,,Nancy.H.Ford@spambob.com,0345 64 47 94,Diners Club,IT,MFIOXX51T64B873Z,36432525333418,,12109,70,Baby_Boomers
Nancy Ford          ,Mrs.,2709 Hiney Road,Morbach,,DE,54497,0,,Nancy.H.Ford@spambob.com,0345 64 47 94,Diners Club,IT,MFIOXX51T64B873Z,36365615000770,,12109,70,Baby_Boomers
Nancy Ford          ,Mrs.,2709 Hiney Road,Morbach,,DE,54497,0,,Nancy.H.Ford@spambob.com,0345 64 47 94,Diners Club,IT,MFIOXX51T64B873Z,36983710094777,,12109,70,Baby_Boomers
Angela Drake        ,Mrs.,4978 Oliverio Drive,Moriscos,,ES,37430,0,,Angela.W.Drake@mailinator.com,91-102-2341,Diners Club,U.S.,520510002,36335604947141,,12113,72,Baby_Boomers
Angela Drake        ,Mrs.,4978 Oliverio Drive,Moriscos,,ES,37430,0,,Angela.W.Drake@mailinator.com,91-102-2341,Diners Club,U.S.,520510002,36438709552566,,12113,72,Baby_Boomers
Angela Drake        ,Mrs.,4978 Oliverio Drive,Moriscos,,ES,37430,0,,Angela.W.Drake@mailinator.com,91-102-2341,Diners Club,U.S.,520510002,36261883093375,,12113,72,Baby_Boomers
Angela Drake        ,Mrs.,4978 Oliverio Drive,Moriscos,,ES,37430,0,,Angela.W.Drake@mailinator.com,91-102-2341,Diners Club,U.S.,520510002,36045332382426,,12113,72,Baby_Boomers
Ruth Reed           ,Mrs.,278 Aviation Way,Mornington,VIC,AU,3931,0,,Ruth.S.Reed@spambob.com,(08) 8310 0779,JCB,IT,VLXQSV57S26I408Y,3528418086193350,,12117,80,Baby_Boomers
Judy Morris         ,Mrs.,3952 Jewell Road,MOSCOW,,UK,KA4 1BR,0,,Judy.A.Morris@dodgeit.com,078 3704 8933,VISA,CA,131778292,4128007627603680,,12125,67,Baby_Boomers
Judy Morris         ,Mrs.,3952 Jewell Road,MOSCOW,,UK,KA4 1BR,0,,Judy.A.Morris@dodgeit.com,078 3704 8933,VISA,CA,131778292,4217451735412030,,12125,67,Baby_Boomers
Judy Morris         ,Mrs.,3952 Jewell Road,MOSCOW,,UK,KA4 1BR,0,,Judy.A.Morris@dodgeit.com,078 3704 8933,VISA,CA,131778292,4998452224108320,,12125,67,Baby_Boomers
John Thornton       ,Mr.,891 Woodside Circle,Mount Barker Summit,SA,AU,5251,0,,John.C.Thornton@pookmail.com,(03) 5358 1610,Diners Club,FR,2.39E+14,36851590696690,,12129,73,Baby_Boomers
John Thornton       ,Mr.,891 Woodside Circle,Mount Barker Summit,SA,AU,5251,0,,John.C.Thornton@pookmail.com,(03) 5358 1610,Diners Club,FR,2.39E+14,36844019461903,,12129,73,Baby_Boomers
John Thornton       ,Mr.,891 Woodside Circle,Mount Barker Summit,SA,AU,5251,0,,John.C.Thornton@pookmail.com,(03) 5358 1610,Diners Club,FR,2.39E+14,36643766034545,,12129,73,Baby_Boomers
Dennis Serna        ,Mr.,2138 Pinnickinick Street,Mount Kingman,NSW,AU,2538,0,,Dennis.J.Serna@spambob.com,(02) 4960 2395,VISA,FR,1.88E+14,4671393820133250,,12133,age-39,Gen_Z
Dennis Serna        ,Mr.,2138 Pinnickinick Street,Mount Kingman,NSW,AU,2538,0,,Dennis.J.Serna@spambob.com,(02) 4960 2395,VISA,FR,1.88E+14,4034487111541450,,12133,age-39,Gen_Z
Dennis Serna        ,Mr.,2138 Pinnickinick Street,Mount Kingman,NSW,AU,2538,0,,Dennis.J.Serna@spambob.com,(02) 4960 2395,VISA,FR,1.88E+14,4285969827689390,,12133,age-39,Gen_Z
Dennis Serna        ,Mr.,2138 Pinnickinick Street,Mount Kingman,NSW,AU,2538,0,,Dennis.J.Serna@spambob.com,(02) 4960 2395,VISA,FR,1.88E+14,4617129426619780,,12133,age-39,Gen_Z
Shirley Deguzman    ,Mrs.,4027 Post Farm Road,Mount Mellum,QLD,AU,4550,0,,Shirley.D.Deguzman@spambob.com,(08) 8220 1998,American Express,IT,LLJRTG47D55I220A,379410616904002,,12137,NA,Gen_Z
Rima Kelly          ,Mrs.,846 Vine Street,Mount Scobie,VIC,AU,3620,0,,Rima.W.Kelly@spambob.com,(02) 6732 0866,American Express,FR,1.58E+14,348587615870266,,12141,age-NA,Gen_Z
Sara Cameron        ,Mrs.,3700 Benson Park Drive,Mountain Green,UT,US,84,0,,Sara.E.Cameron@mailinator.com,906-644-1377,Diners Club,CA,618830590,36999704711499,,12145,33,Gen_Y
Sara Cameron        ,Mrs.,3700 Benson Park Drive,Mountain Green,UT,US,84,0,,Sara.E.Cameron@mailinator.com,906-644-1377,Diners Club,CA,618830590,36783902870400,,12145,33,Gen_Y
Sara Cameron        ,Mrs.,3700 Benson Park Drive,Mountain Green,UT,US,84,0,,Sara.E.Cameron@mailinator.com,906-644-1377,Diners Club,CA,618830590,36177008227450,,12145,33,Gen_Y
Richard Coger       ,Mr.,4220 Mesa Drive,Mozzano,PR,IT,43020,0,,Richard.B.Coger@trashymail.com,0378 3260134,JCB,FR,1.35E+14,3528837074519570,,12149,78,Baby_Boomers
Richard Coger       ,Mr.,4220 Mesa Drive,Mozzano,PR,IT,43020,0,,Richard.B.Coger@trashymail.com,0378 3260134,JCB,FR,1.35E+14,3528980287372280,,12149,78,Baby_Boomers
Richard Coger       ,Mr.,4220 Mesa Drive,Mozzano,PR,IT,43020,0,,Richard.B.Coger@trashymail.com,0378 3260134,JCB,FR,1.35E+14,3528090483389170,,12149,78,Baby_Boomers
Richard Coger       ,Mr.,4220 Mesa Drive,Mozzano,PR,IT,43020,0,,Richard.B.Coger@trashymail.com,0378 3260134,JCB,FR,1.35E+14,3528928750607280,,12149,78,Baby_Boomers
Richard Coger       ,Mr.,4220 Mesa Drive,Mozzano,PR,IT,43020,0,,Richard.B.Coger@trashymail.com,0378 3260134,JCB,FR,1.35E+14,3528089645903080,,12149,78,Baby_Boomers
Richard Coger       ,Mr.,4220 Mesa Drive,Mozzano,PR,IT,43020,0,,Richard.B.Coger@trashymail.com,0378 3260134,JCB,FR,1.35E+14,3528573420712990,,12149,78,Baby_Boomers
Richard Coger       ,Mr.,4220 Mesa Drive,Mozzano,PR,IT,43020,0,,Richard.B.Coger@trashymail.com,0378 3260134,JCB,FR,1.35E+14,3528244763978630,,12149,78,Baby_Boomers
Lawrence Tauber     ,Mr.,512 Gordon Street,Mulazzano,PR,IT,43010,0,,Lawrence.C.Tauber@spambob.com,0314 5714382,Diners Club,UK,YB244563,36033092661007,,12153,22,Gen_Z
Lawrence Tauber     ,Mr.,512 Gordon Street,Mulazzano,PR,IT,43010,0,,Lawrence.C.Tauber@spambob.com,0314 5714382,Diners Club,UK,YB244563,36873977098134,,12153,22,Gen_Z
Darlene Insley      ,Mrs.,1717 Huntz Lane,Munchen,,DE,81805,0,,Darlene.J.Insley@dodgeit.com,03928 87 38 76,JCB,IT,YTSWRO77B09I893F,3528481483904260,,12157,age-62,Gen_Z
Darlene Insley      ,Mrs.,1717 Huntz Lane,Munchen,,DE,81805,0,,Darlene.J.Insley@dodgeit.com,03928 87 38 76,JCB,IT,YTSWRO77B09I893F,3528086559981400,,12157,age-62,Gen_Z
Darlene Insley      ,Mrs.,1717 Huntz Lane,Munchen,,DE,81805,0,,Darlene.J.Insley@dodgeit.com,03928 87 38 76,JCB,IT,YTSWRO77B09I893F,3528196194899870,,12157,age-62,Gen_Z
Darlene Insley      ,Mrs.,1717 Huntz Lane,Munchen,,DE,81805,0,,Darlene.J.Insley@dodgeit.com,03928 87 38 76,JCB,IT,YTSWRO77B09I893F,3528741145279300,,12157,age-62,Gen_Z
Jennifer Harrington ,Mrs.,4467 Wilson Avenue,Mungy,QLD,AU,4671,0,,Jennifer.C.Harrington@dodgeit.com,(08) 8372 3249,Diners Club,IT,ZVOZTD07T57G757E,36695492636589,,12161,51,Gen_X
Jennifer Harrington ,Mrs.,4467 Wilson Avenue,Mungy,QLD,AU,4671,0,,Jennifer.C.Harrington@dodgeit.com,(08) 8372 3249,Diners Club,IT,ZVOZTD07T57G757E,36248664416974,,12161,51,Gen_X
Jennifer Harrington ,Mrs.,4467 Wilson Avenue,Mungy,QLD,AU,4671,0,,Jennifer.C.Harrington@dodgeit.com,(08) 8372 3249,Diners Club,IT,ZVOZTD07T57G757E,36491725137730,,12161,51,Gen_X
Ricky Mingle        ,Mr.,1563 Essex Court,Myaree,WA,AU,6154,0,,Ricky.S.Mingle@mailinator.com,(07) 4947 9448,Discover,ES,5127470B,6011773427359610,,12173,age-71,Gen_Z
Ricky Mingle        ,Mr.,1563 Essex Court,Myaree,WA,AU,6154,0,,Ricky.S.Mingle@mailinator.com,(07) 4947 9448,Discover,ES,5127470B,6011541788234380,,12173,age-71,Gen_Z
Ricky Mingle        ,Mr.,1563 Essex Court,Myaree,WA,AU,6154,0,,Ricky.S.Mingle@mailinator.com,(07) 4947 9448,Discover,ES,5127470B,6011191014080820,,12173,age-71,Gen_Z
Robert Ramirez      ,Mr.,4125 Emerson Road,Nago,TN,IT,38060,0,,Robert.C.Ramirez@dodgeit.com,0375 6718302,JCB,FR,7.45E+14,3528051703710570,,12181,35,Gen_Y
Edna Hughes         ,Mrs.,1728 Platinum Drive,Napa,CA,US,94559,0,,Edna.J.Hughes@spambob.com,949-863-6340,Discover,U.S.,23868217,6011519000916740,,12185,23,Gen_Y
Edna Hughes         ,Mrs.,1728 Platinum Drive,Napa,CA,US,94559,0,,Edna.J.Hughes@spambob.com,949-863-6340,Discover,U.S.,23868217,6011492244618360,,12185,23,Gen_Y
Edna Hughes         ,Mrs.,1728 Platinum Drive,Napa,CA,US,94559,0,,Edna.J.Hughes@spambob.com,949-863-6340,Discover,U.S.,23868217,6011588391928900,,12185,23,Gen_Y
Winfred Lemon       ,Mr.,1932 Quilly Lane,Narrabarba,NSW,AU,2551,0,,Winfred.C.Lemon@pookmail.com,(03) 6221 4002,Discover,U.S.,519750001,6011069566400650,,12189,age-NA,Gen_Z
Winfred Lemon       ,Mr.,1932 Quilly Lane,Narrabarba,NSW,AU,2551,0,,Winfred.C.Lemon@pookmail.com,(03) 6221 4002,Discover,U.S.,519750001,6011170605711350,,12189,age-NA,Gen_Z
Frances Spigner     ,Mrs.,1211 Frederick Street,Nave,PN,IT,33074,0,,Frances.J.Spigner@dodgeit.com,0347 9128817,Diners Club,IT,FYGHSB93H12L330L,36399345243335,,12197,52,Baby_Boomers
Frances Spigner     ,Mrs.,1211 Frederick Street,Nave,PN,IT,33074,0,,Frances.J.Spigner@dodgeit.com,0347 9128817,Diners Club,IT,FYGHSB93H12L330L,36843279480819,,12197,52,Baby_Boomers
Ruben Evans         ,Mr.,833 Quarry Drive,Nevada,TX,US,75073,0,,Ruben.A.Evans@trashymail.com,502-833-8254,Discover,IT,HKZDVX13B59E221W,6011853869811910,,12205,76,Baby_Boomers
Ruben Evans         ,Mr.,833 Quarry Drive,Nevada,TX,US,75073,0,,Ruben.A.Evans@trashymail.com,502-833-8254,Discover,IT,HKZDVX13B59E221W,6011263309219150,,12205,76,Baby_Boomers
Ruben Evans         ,Mr.,833 Quarry Drive,Nevada,TX,US,75073,0,,Ruben.A.Evans@trashymail.com,502-833-8254,Discover,IT,HKZDVX13B59E221W,6011500791789470,,12205,76,Baby_Boomers
Ruben Evans         ,Mr.,833 Quarry Drive,Nevada,TX,US,75073,0,,Ruben.A.Evans@trashymail.com,502-833-8254,Discover,IT,HKZDVX13B59E221W,6011625518520370,,12205,76,Baby_Boomers
Ruben Evans         ,Mr.,833 Quarry Drive,Nevada,TX,US,75073,0,,Ruben.A.Evans@trashymail.com,502-833-8254,Discover,IT,HKZDVX13B59E221W,6011858410474370,,12205,76,Baby_Boomers
Mark Olvera         ,Mr.,790 Millbrook Road,New Albany,IN,US,47150,0,,Mark.J.Olvera@mailinator.com,239-459-1704,JCB,FR,1.98E+14,3528800236037540,,12209,20,Gen_Z
Donna Tsan          ,Mrs.,4235 Pearl Street,New Castle,IN,US,47362,0,,Donna.S.Tsan@dodgeit.com,845-504-8071,VISA,UK,KZ789938D,4707932066306300,,12213,NA,Gen_Z
Donna Tsan          ,Mrs.,4235 Pearl Street,New Castle,IN,US,47362,0,,Donna.S.Tsan@dodgeit.com,845-504-8071,VISA,UK,KZ789938D,4136527733847460,,12213,NA,Gen_Z
Peter Almond        ,Mr.,1069 Park Boulevard,New Orleans,LA,US,70112,0,,Peter.S.Almond@dodgeit.com,323-841-2425,Discover,FR,8.09E+14,6011664601962920,,12217,70,Baby_Boomers
Peter Almond        ,Mr.,1069 Park Boulevard,New Orleans,LA,US,70112,0,,Peter.S.Almond@dodgeit.com,323-841-2425,Discover,FR,8.09E+14,6011074659607370,,12217,70,Baby_Boomers
Peter Almond        ,Mr.,1069 Park Boulevard,New Orleans,LA,US,70112,0,,Peter.S.Almond@dodgeit.com,323-841-2425,Discover,FR,8.09E+14,6011215602656220,,12217,70,Baby_Boomers
Peter Almond        ,Mr.,1069 Park Boulevard,New Orleans,LA,US,70112,0,,Peter.S.Almond@dodgeit.com,323-841-2425,Discover,FR,8.09E+14,6011193580983000,,12217,70,Baby_Boomers
Richard Delgado     ,Mr.,1699 Badger Pond Lane,New Roads,LA,US,70760,0,,Richard.L.Delgado@trashymail.com,209-316-2990,American Express,FR,1.89E+14,379308421863868,,12221,50,Gen_X
Richard Delgado     ,Mr.,1699 Badger Pond Lane,New Roads,LA,US,70760,0,,Richard.L.Delgado@trashymail.com,209-316-2990,American Express,FR,1.89E+14,376431637057335,,12221,50,Gen_X
Richard Delgado     ,Mr.,1699 Badger Pond Lane,New Roads,LA,US,70760,0,,Richard.L.Delgado@trashymail.com,209-316-2990,American Express,FR,1.89E+14,343553524499510,,12221,50,Gen_X
Lou Smith           ,Miss.,827 Jerome Avenue,New York,NY,US,10011,0,,Lou.L.Smith@pookmail.com,303-852-1856,JCB,IT,PQRNSF99P07C794O,3528259939939480,,12225,age-41,Gen_Z
Lou Smith           ,Miss.,827 Jerome Avenue,New York,NY,US,10011,0,,Lou.L.Smith@pookmail.com,303-852-1856,JCB,IT,PQRNSF99P07C794O,3528780730748460,,12225,age-41,Gen_Z
Lou Smith           ,Miss.,827 Jerome Avenue,New York,NY,US,10011,0,,Lou.L.Smith@pookmail.com,303-852-1856,JCB,IT,PQRNSF99P07C794O,3528608385280010,,12225,age-41,Gen_Z
Lou Smith           ,Miss.,827 Jerome Avenue,New York,NY,US,10011,0,,Lou.L.Smith@pookmail.com,303-852-1856,JCB,IT,PQRNSF99P07C794O,3528902834293760,,12225,age-41,Gen_Z
Lou Smith           ,Miss.,827 Jerome Avenue,New York,NY,US,10011,0,,Lou.L.Smith@pookmail.com,303-852-1856,JCB,IT,PQRNSF99P07C794O,3528543684796900,,12225,age-41,Gen_Z
Lou Smith           ,Miss.,827 Jerome Avenue,New York,NY,US,10011,0,,Lou.L.Smith@pookmail.com,303-852-1856,JCB,IT,PQRNSF99P07C794O,3528482682439660,,12225,age-41,Gen_Z
Dana Hendrickson    ,Miss.,2934 Tavern Place,Newark,NJ,US,7102,0,,Dana.J.Hendrickson@mailinator.com,307-466-5924,Discover,FR,2.01E+14,6011123738282290,,12229,47,Gen_X
Dana Hendrickson    ,Miss.,2934 Tavern Place,Newark,NJ,US,7102,0,,Dana.J.Hendrickson@mailinator.com,307-466-5924,Discover,FR,2.01E+14,6011207221200220,,12229,47,Gen_X
Dana Hendrickson    ,Miss.,2934 Tavern Place,Newark,NJ,US,7102,0,,Dana.J.Hendrickson@mailinator.com,307-466-5924,Discover,FR,2.01E+14,6011523371660360,,12229,47,Gen_X
Dana Hendrickson    ,Miss.,2934 Tavern Place,Newark,NJ,US,7102,0,,Dana.J.Hendrickson@mailinator.com,307-466-5924,Discover,FR,2.01E+14,6011039302588460,,12229,47,Gen_X
Rubye Dittmar       ,Mrs.,2672 Lucky Duck Drive,Newark,DE,US,19711,0,,Rubye.M.Dittmar@mailinator.com,318-843-1831,Master Card,IT,QGJGRW25M49G623W,5196820327192870,,12233,56,Baby_Boomers
Betty Galvan        ,Mrs.,4314 Nelm Street,NEWBOLD,,UK,S41 6FL,0,,Betty.G.Galvan@spambob.com,077 2368 7802,American Express,U.S.,476470001,374964441790174,,12237,61,Baby_Boomers
